match_id,home_team,away_team,home_score,away_score,match_date,eu_home_odds,eu_draw_odds,eu_away_odds,eu_bookmaker,ou_line,ou_over_odds,ou_under_odds,ou_expected_goals,ou_bookmaker,ah_handicap,ah_home_odds,ah_away_odds,ah_bookmaker,kelly_home,kelly_draw,kelly_away,kelly_has_value,hot_cold_home,hot_cold_draw,hot_cold_away,hot_cold_has_value,betfair_home,betfair_draw,betfair_away,betfair_has_value
189,Atalanta BC,Bologna FC 1909,0,1,2026-05-17T16:00:00,2.85,4.06,2.83,Calculated-V2,2.5,1.49,3.57,2.46,Calculated-V2,-0.25,1.88,2.02,Calculated-V2,0.0281,0.017,0.0284,True,1.2419,0.8299,1.0376,False,0.8087,0.7851,0.8971,True
190,Cagliari Calcio,Torino FC,2,1,2026-05-17T18:45:00,2.73,4.09,2.95,Calculated-V2,2.5,1.51,3.45,2.42,Calculated-V2,-0.25,1.88,2.02,Calculated-V2,0.0306,0.0171,0.0271,True,1.3027,0.9677,1.3484,False,0.8928,0.5239,1.2221,True
191,US Sassuolo Calcio,US Lecce,2,3,2026-05-17T18:45:00,2.56,4.15,3.14,Calculated-V2,3.25,2.1,2.11,3.16,Calculated-V2,-1.5,2.05,1.85,Calculated-V2,0.0337,0.0167,0.0246,True,1.3509,0.7651,1.0574,True,0.7659,0.8389,1.3219,True
192,Udinese Calcio,US Cremonese,0,1,2026-05-17T18:45:00,2.56,4.15,3.13,Calculated-V2,2.0,1.75,2.63,2.02,Calculated-V2,-1.75,2.1,1.8,Calculated-V2,0.033,0.0163,0.0241,True,1.4058,0.7677,1.2208,True,0.95,0.7387,1.1567,True
203,Paris Saint-Germain FC,FC Nantes,3,0,2026-04-22T17:00:00,1.95,4.47,4.72,Calculated-V2,3.0,1.75,2.65,3.12,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0573,0.0157,0.0146,True,1.4852,0.6771,0.524,True,1.0772,0.829,0.9189,False
204,Stade Brestois 29,Racing Club de Lens,3,3,2026-04-24T18:45:00,3.44,4.23,2.37,Calculated-V2,3.5,1.39,4.38,3.99,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.022,0.0166,0.0392,True,1.0,0.9128,1.3007,False,0.8254,0.7546,1.0655,True
205,Olympique Lyonnais,AJ Auxerre,3,2,2026-04-25T13:00:00,2.26,4.28,3.65,Calculated-V2,3.5,1.45,3.84,3.77,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0417,0.016,0.0198,True,1.403,0.822,0.8412,False,0.7964,0.9255,1.027,True
206,Angers SCO,Paris Saint-Germain FC,0,3,2026-04-25T17:00:00,4.02,4.35,2.12,Calculated-V2,3.0,1.9,2.36,2.9,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0173,0.0156,0.0467,True,0.6409,0.7939,1.7135,True,0.9496,0.8412,1.0627,False
207,Toulouse FC,AS Monaco FC,2,2,2026-04-25T19:05:00,2.98,4.1,2.7,Calculated-V2,3.5,1.32,5.2,4.26,Calculated-V2,0.75,1.96,1.94,Calculated-V2,0.0267,0.017,0.0311,True,1.2135,0.8634,1.4325,False,1.0265,0.907,1.0223,False
208,FC Lorient,RC Strasbourg Alsace,2,3,2026-04-26T13:00:00,3.12,4.14,2.58,Calculated-V2,3.25,2.02,2.2,3.26,Calculated-V2,1.0,1.93,1.97,Calculated-V2,0.025,0.0169,0.0336,True,1.1041,0.7729,1.1569,True,0.8952,0.676,1.0791,True
209,Le Havre AC,FC Metz,4,4,2026-04-26T15:15:00,2.32,4.25,3.53,Calculated-V2,3.25,2.12,2.09,3.14,Calculated-V2,-2.25,2.2,1.7,Calculated-V2,0.0402,0.0163,0.021,True,1.3067,0.8166,0.8952,False,0.8649,0.6354,1.056,True
210,Paris FC,Lille OSC,0,1,2026-04-26T15:15:00,3.24,4.18,2.49,Calculated-V2,3.25,1.97,2.26,3.32,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0238,0.0167,0.0357,True,0.9672,0.6911,1.4314,True,0.8029,0.9702,0.9516,False
211,Stade Rennais FC 1901,FC Nantes,2,1,2026-04-26T15:15:00,2.07,4.38,4.18,Calculated-V2,3.0,1.91,2.34,2.88,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0485,0.0154,0.0163,True,1.4519,0.7297,0.7696,True,1.0848,0.6655,0.9562,True
212,Olympique de Marseille,OGC Nice,1,1,2026-04-26T18:45:00,2.28,4.27,3.6,Calculated-V2,3.5,1.59,3.13,3.42,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0406,0.0159,0.02,True,1.4072,0.7323,0.9716,True,1.0865,0.6826,1.0226,True
213,FC Nantes,Olympique de Marseille,3,0,2026-05-02T13:00:00,3.59,4.26,2.29,Calculated-V2,2.5,1.43,3.98,2.62,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0203,0.0162,0.0408,True,1.1158,0.8088,1.4963,False,0.7793,0.8317,1.1614,True
214,Paris Saint-Germain FC,FC Lorient,2,2,2026-05-02T15:00:00,2.34,4.24,3.49,Calculated-V2,3.5,1.24,6.96,4.71,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0395,0.0163,0.0213,True,1.5859,0.9233,0.9696,False,0.7297,0.7507,1.3132,True
215,FC Metz,AS Monaco FC,1,2,2026-05-02T17:00:00,4.34,4.41,2.03,Calculated-V2,3.0,1.8,2.53,3.04,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0158,0.0155,0.0513,True,0.6537,0.7881,1.6253,True,0.9448,0.7253,1.2249,True
216,OGC Nice,Racing Club de Lens,1,1,2026-05-02T19:05:00,3.7,4.29,2.24,Calculated-V2,3.25,2.04,2.18,3.23,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0196,0.0161,0.0426,True,0.7724,0.7658,1.5159,True,0.8159,0.7689,1.19,True
217,Lille OSC,Le Havre AC,1,1,2026-05-03T13:00:00,2.35,4.24,3.47,Calculated-V2,2.5,1.48,3.62,2.48,Calculated-V2,-2.75,2.3,1.6,Calculated-V2,0.0393,0.0164,0.0215,True,1.1818,0.9493,0.764,True,0.752,0.6885,1.307,True
218,AJ Auxerre,Angers SCO,3,1,2026-05-03T15:15:00,2.63,4.13,3.06,Calculated-V2,3.0,1.8,2.53,3.03,Calculated-V2,-0.5,1.9,2.0,Calculated-V2,0.0329,0.0171,0.026,True,1.1839,0.7148,1.1981,True,0.9745,0.8177,1.329,False
219,Paris FC,Stade Brestois 29,4,0,2026-05-03T15:15:00,2.55,4.15,3.15,Calculated-V2,2.75,1.68,2.82,2.69,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0335,0.0165,0.0242,True,1.257,0.6781,1.0923,True,0.9955,0.5662,1.1523,True
220,RC Strasbourg Alsace,Toulouse FC,1,2,2026-05-03T15:15:00,2.76,4.09,2.92,Calculated-V2,3.5,1.36,4.71,4.1,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0304,0.0173,0.0278,True,1.3525,0.7301,0.9921,True,0.8744,0.8179,1.2143,False
221,Olympique Lyonnais,Stade Rennais FC 1901,4,2,2026-05-03T18:45:00,2.67,4.11,3.01,Calculated-V2,3.5,1.41,4.13,3.89,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0315,0.0169,0.0261,True,1.2646,0.8857,0.9586,False,0.901,0.7866,0.9227,True
222,Racing Club de Lens,FC Nantes,1,0,2026-05-08T18:45:00,1.99,4.43,4.51,Calculated-V2,2.25,2.14,2.08,2.13,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0532,0.0154,0.015,True,1.8697,0.6747,0.7986,True,0.9,0.634,1.013,True
223,Le Havre AC,Olympique de Marseille,0,1,2026-05-10T19:00:00,3.58,4.26,2.3,Calculated-V2,3.0,1.86,2.42,2.95,Calculated-V2,2.5,1.65,2.25,Calculated-V2,0.0209,0.0165,0.0415,True,1.0318,0.9391,1.2289,False,0.8312,0.6787,1.2889,True
224,AJ Auxerre,OGC Nice,2,1,2026-05-10T19:00:00,2.59,4.14,3.1,Calculated-V2,3.25,2.12,2.09,3.14,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0329,0.0167,0.0249,True,1.1294,0.894,1.2188,False,0.8528,0.7698,1.0748,True
225,AS Monaco FC,Lille OSC,0,1,2026-05-10T19:00:00,3.02,4.12,2.66,Calculated-V2,2.5,1.53,3.38,2.38,Calculated-V2,0.75,1.96,1.94,Calculated-V2,0.0262,0.0169,0.0318,True,0.9912,0.8349,1.3721,False,1.0156,0.7598,1.0729,True
226,FC Metz,FC Lorient,0,4,2026-05-10T19:00:00,3.99,4.35,2.13,Calculated-V2,3.0,1.78,2.57,3.06,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0176,0.0157,0.0466,True,0.9283,0.9062,1.5175,False,0.8736,0.893,0.9794,False
227,Toulouse FC,Olympique Lyonnais,2,1,2026-05-10T19:00:00,2.92,4.08,2.76,Calculated-V2,3.5,1.6,3.09,3.4,Calculated-V2,1.0,1.93,1.97,Calculated-V2,0.0275,0.0171,0.03,True,1.2543,0.8618,1.2976,False,0.8329,0.6779,1.189,True
228,Paris Saint-Germain FC,Stade Brestois 29,1,0,2026-05-10T19:00:00,2.16,4.33,3.91,Calculated-V2,3.25,2.11,2.1,3.16,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0457,0.0159,0.0182,True,1.533,0.7585,0.8199,True,0.7896,0.9596,1.1147,True
229,Angers SCO,RC Strasbourg Alsace,1,1,2026-05-10T19:00:00,3.3,4.19,2.45,Calculated-V2,2.75,1.7,2.75,2.65,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.023,0.0165,0.0364,True,0.9411,0.7306,1.28,True,0.8761,0.5844,1.0274,True
230,Stade Rennais FC 1901,Paris FC,2,1,2026-05-10T19:00:00,2.44,4.2,3.31,Calculated-V2,3.5,1.55,3.26,3.49,Calculated-V2,-2.25,2.2,1.7,Calculated-V2,0.0365,0.0164,0.0228,True,1.4683,0.8311,1.0094,False,1.0051,0.7242,1.2684,True
231,Stade Brestois 29,RC Strasbourg Alsace,1,2,2026-05-13T17:00:00,3.28,4.19,2.46,Calculated-V2,3.5,1.54,3.31,3.52,Calculated-V2,1.5,1.85,2.05,Calculated-V2,0.0231,0.0165,0.036,True,1.2284,0.9058,1.1864,False,0.9837,0.8197,1.2071,False
232,Racing Club de Lens,Paris Saint-Germain FC,0,2,2026-05-13T19:00:00,3.04,4.12,2.64,Calculated-V2,3.5,1.52,3.43,3.58,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0256,0.0167,0.0318,True,1.0469,0.7833,1.3097,True,0.8945,0.8711,0.8306,False
233,FC Lorient,Le Havre AC,0,2,2026-05-17T19:00:00,2.66,4.12,3.02,Calculated-V2,2.75,1.68,2.81,2.68,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0318,0.0169,0.0262,True,1.2255,0.8299,0.9646,False,1.1006,0.7993,1.2366,True
234,FC Nantes,Toulouse FC,0,0,2026-05-17T19:00:00,3.41,4.22,2.38,Calculated-V2,2.5,1.43,3.96,2.61,Calculated-V2,2.0,1.75,2.15,Calculated-V2,0.0217,0.0162,0.0378,True,0.8101,0.9338,1.3403,False,0.8667,0.6034,1.4749,True
235,Paris FC,Paris Saint-Germain FC,2,1,2026-05-17T19:00:00,3.26,4.18,2.48,Calculated-V2,3.5,1.36,4.69,4.09,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0237,0.0168,0.0362,True,1.0745,0.7086,1.4213,True,1.0272,1.0234,0.8794,False
236,OGC Nice,FC Metz,0,0,2026-05-17T19:00:00,2.34,4.24,3.48,Calculated-V2,2.25,1.9,2.36,2.37,Calculated-V2,-1.75,2.1,1.8,Calculated-V2,0.0388,0.0161,0.021,True,1.3516,0.8997,0.8958,False,0.8883,0.6972,1.0689,True
237,Olympique Lyonnais,Racing Club de Lens,0,4,2026-05-17T19:00:00,3.13,4.15,2.57,Calculated-V2,3.5,1.26,6.27,4.55,Calculated-V2,1.0,1.93,1.97,Calculated-V2,0.0249,0.0169,0.0338,True,0.8769,0.686,1.0816,True,1.091,0.5793,0.9952,True
238,Olympique de Marseille,Stade Rennais FC 1901,3,1,2026-05-17T19:00:00,2.64,4.12,3.04,Calculated-V2,3.5,1.38,4.39,3.99,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0318,0.0167,0.0256,True,1.4167,0.7601,0.9741,True,0.8121,0.8222,1.325,False
239,Lille OSC,AJ Auxerre,0,2,2026-05-17T19:00:00,2.45,4.19,3.3,Calculated-V2,2.75,1.65,2.91,2.75,Calculated-V2,-2.75,2.3,1.6,Calculated-V2,0.0364,0.0165,0.023,True,1.3436,0.7454,0.8196,True,0.7712,0.6718,1.5342,True
240,RC Strasbourg Alsace,AS Monaco FC,5,4,2026-05-17T19:00:00,2.67,4.11,3.0,Calculated-V2,3.5,1.2,8.88,5.07,Calculated-V2,-0.5,1.9,2.0,Calculated-V2,0.0307,0.0165,0.0257,True,1.4068,0.9067,1.2763,False,0.8134,0.8872,0.9511,False
241,Stade Brestois 29,Angers SCO,1,1,2026-05-17T19:00:00,2.63,4.12,3.05,Calculated-V2,2.75,1.71,2.74,2.64,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0317,0.0166,0.0252,True,1.1489,0.6906,1.1224,True,0.9537,0.8548,0.9364,False
